,        Белгородская область,        Брянская область,        Владимирская область,        Воронежская область,        Ивановская область,        Калужская область,        Костромская область,        Курская область,        Липецкая область,        Московская область,        Орловская область,        Рязанская область,        Смоленская область,        Тамбовская область,        Тверская область,        Тульская область,        Ярославская область,        Город Москва столица Российской Федерации город федерального значения,        Республика Карелия,        Республика Коми,        Архангельская область,        Вологодская область,        Калининградская область,        Ленинградская область,        Мурманская область,        Новгородская область,        Псковская область,        Город Санкт-Петербург город федерального значения,        Республика Адыгея (Адыгея),        Республика Калмыкия,        Республика Крым,        Краснодарский край,        Астраханская область,        Волгоградская область,        Ростовская область,        Город федерального значения Севастополь,        Республика Дагестан,        Республика Ингушетия*,        Кабардино-Балкарская Республика,        Карачаево-Черкесская Республика,        Республика Северная Осетия-Алания,        Чеченская Республика*,        Ставропольский край,        Республика Башкортостан,        Республика Марий Эл,        Республика Мордовия,        Республика Татарстан (Татарстан),        Удмуртская Республика,        Чувашская Республика - Чувашия,        Пермский край,        Кировская область,        Нижегородская область,        Оренбургская область,        Пензенская область,        Самарская область,        Саратовская область,        Ульяновская область,        Курганская область,        Свердловская область,        Тюменская область,        Челябинская область,        Республика Алтай,        Республика Бурятия,        Республика Тыва,        Республика Хакасия,        Алтайский край,        Забайкальский край,        Красноярский край,        Иркутская область,        Кемеровская область,        Новосибирская область,        Омская область,        Томская область,        Республика Саха (Якутия),        Камчатский край,        Приморский край,        Хабаровский край,        Амурская область,        Магаданская область,        Сахалинская область,        Еврейская автономная область,        Чукотский автономный округ
2012-Feb,7,14,13,15,6,5,7,12,10,41,8,6,6,8,9,7,8,68,6,3,4,11,7,8,5,8,11,18,2,0,,32,14,28,43,,91,10,19,5,18,68,30,37,7,9,23,24,8,25,13,20,23,18,13,16,9,10,22,31,31,7,14,12,12,20,13,23,28,28,28,17,9,5,5,22,21,11,1,1,3,0
2012-Mar,9,9,10,11,2,6,7,8,6,31,14,7,6,5,11,9,7,99,8,11,11,15,5,8,5,3,7,18,3,2,,41,14,25,27,,72,11,9,5,13,55,24,32,7,7,24,18,5,25,13,30,21,5,18,21,8,6,41,33,48,5,7,15,6,34,15,34,29,23,26,19,8,10,8,26,11,15,2,6,4,4
2012-Apr,11,8,7,15,4,2,5,4,11,55,9,9,6,2,13,4,7,76,6,7,10,10,4,6,7,7,6,26,2,2,,25,6,19,33,,67,9,6,4,10,50,23,36,10,4,28,16,5,31,11,25,24,7,23,15,6,5,40,26,39,8,10,8,8,23,10,25,30,28,22,14,7,14,6,24,19,12,1,3,4,1
2012-May,16,12,11,15,4,11,2,7,10,59,7,18,9,2,13,10,4,106,6,6,11,14,9,8,5,4,6,27,1,2,,34,9,26,41,,61,6,9,9,11,64,33,36,7,4,28,24,14,28,8,34,28,13,20,19,6,10,44,35,24,2,7,17,7,34,9,37,39,27,29,16,18,14,2,22,17,10,4,2,1,5
2012-Jun,11,11,12,8,1,13,10,10,8,45,4,13,7,1,12,7,5,93,5,3,10,12,5,5,3,7,5,24,4,1,,47,10,30,42,,62,7,6,5,7,67,26,40,7,7,37,17,4,25,10,26,31,4,21,19,6,7,31,27,37,4,7,9,12,30,14,31,28,26,24,16,17,8,1,17,20,13,2,4,5,2
2012-Jul,12,17,11,15,4,12,6,10,8,51,13,13,10,4,16,11,15,101,4,4,5,9,7,11,4,4,7,21,5,4,,36,14,37,41,,74,8,13,6,3,76,43,38,3,4,28,14,5,32,5,40,30,11,19,17,13,14,44,27,45,5,17,9,11,28,7,40,24,28,28,21,5,18,3,19,10,13,1,4,0,1
2012-Aug,13,13,12,13,7,14,3,12,1,55,3,10,12,3,15,12,11,89,4,10,9,13,4,4,4,5,6,31,6,2,,41,15,27,45,,68,19,9,12,13,72,33,36,11,7,33,15,9,25,6,33,26,12,31,19,18,13,29,39,42,5,21,8,13,33,11,40,43,29,23,15,8,18,2,21,22,19,0,5,6,1
2012-Sep,11,6,7,19,7,14,5,7,11,60,6,8,6,3,9,8,13,69,7,8,5,7,7,7,7,8,9,19,1,5,,36,7,22,45,,65,9,8,5,6,70,19,35,6,6,23,18,10,22,12,28,19,4,17,13,4,13,41,30,38,5,10,17,3,17,8,27,28,37,23,22,7,8,5,21,13,14,2,1,2,1
2012-Oct,8,8,12,22,9,15,6,7,14,53,3,17,8,4,19,11,17,103,8,5,12,11,6,14,4,1,2,33,8,3,,42,11,42,38,,70,9,6,3,8,62,37,45,9,6,30,12,6,31,9,24,21,10,34,16,5,3,45,41,31,4,6,18,9,30,9,32,31,28,33,34,8,18,2,25,19,19,1,3,5,0
2012-Nov,10,7,13,11,12,9,5,6,13,54,10,10,14,3,10,8,16,78,2,7,10,10,4,3,6,6,3,21,4,5,,46,13,26,23,,80,11,12,3,16,55,41,51,7,4,41,13,3,35,13,24,22,9,21,17,8,15,40,41,33,3,16,12,9,28,12,34,45,27,30,20,11,15,3,17,18,7,1,3,4,0
2012-Dec,11,12,7,8,7,12,6,10,13,66,7,4,9,3,8,8,12,81,2,6,16,15,3,13,6,5,8,27,3,3,,31,18,22,40,,89,11,10,3,13,69,53,41,3,3,35,10,11,23,9,27,28,8,26,19,9,5,32,33,39,3,13,15,14,33,5,43,21,28,24,17,15,24,4,22,21,16,0,2,4,0
2013-Jan,9,13,7,16,11,8,9,10,10,59,4,11,6,4,6,8,14,73,6,6,11,22,4,9,6,8,4,25,7,3,,37,10,23,45,,43,6,10,10,20,65,26,39,5,2,48,19,10,34,7,30,17,6,36,19,13,11,35,34,42,4,14,9,4,37,13,29,36,28,22,18,6,9,4,23,22,9,1,4,2,0
2013-Feb,7,9,6,18,7,7,4,7,11,54,3,14,11,4,10,6,13,72,3,5,12,8,5,11,6,6,5,26,0,4,,36,11,12,33,,55,12,8,4,17,54,34,36,3,4,33,13,10,29,5,34,27,7,24,18,9,9,37,30,32,4,24,9,8,21,14,31,38,22,23,14,7,13,1,25,13,6,0,5,6,0
2013-Mar,6,5,6,12,8,7,11,13,10,46,7,10,4,6,15,11,9,89,4,7,13,14,11,9,6,7,4,27,3,4,,28,12,24,38,,61,10,6,4,9,45,29,37,4,6,30,14,5,27,9,26,36,4,28,10,7,4,36,32,38,2,10,12,4,26,16,20,26,19,15,17,8,16,5,22,23,10,1,3,1,2
2013-Apr,6,6,11,19,8,12,2,10,6,59,12,7,8,8,12,13,12,85,2,6,12,11,12,10,3,5,5,15,3,2,,36,10,32,34,,47,18,8,5,12,39,30,42,6,10,31,21,10,23,9,25,30,6,26,17,11,13,43,36,45,11,10,14,10,16,17,30,32,25,25,22,9,14,2,30,19,9,4,3,5,1
2013-May,13,8,9,22,6,14,7,11,8,51,7,4,9,4,15,5,7,82,5,12,8,16,7,5,6,7,6,31,5,5,,35,13,29,40,,63,11,9,4,3,55,29,34,5,6,30,16,8,22,8,24,23,7,22,13,12,9,34,48,41,5,11,17,4,24,13,26,37,20,27,25,15,18,6,25,26,9,1,1,3,3
2013-Jun,12,15,7,12,4,5,8,7,12,40,5,8,9,7,15,8,14,82,5,6,8,15,1,5,2,3,6,27,1,2,,27,11,29,36,,57,12,4,3,8,41,25,34,11,7,29,12,3,17,5,21,16,4,23,19,9,11,27,38,41,3,8,19,12,20,13,21,30,28,19,18,7,11,3,22,25,11,5,5,6,0
2013-Jul,9,9,5,14,8,11,6,10,13,47,6,12,7,5,18,7,6,85,4,2,10,11,6,5,7,3,5,24,4,4,,36,11,31,49,,58,2,7,10,8,46,28,54,11,3,34,13,4,28,10,32,20,10,39,21,12,4,39,35,36,5,14,10,9,28,15,34,41,21,23,20,9,14,3,31,19,9,1,1,5,1
2013-Aug,10,14,10,14,10,8,4,15,6,44,5,7,9,4,13,14,10,89,4,4,10,14,3,4,2,5,2,22,1,2,,30,11,26,44,,54,12,6,5,6,32,31,36,6,4,31,24,6,33,6,30,27,8,19,11,14,6,33,23,32,4,13,10,5,15,12,31,28,22,22,12,9,11,1,20,10,10,0,3,2,2
2013-Sep,17,11,10,14,7,10,7,3,8,49,7,11,6,2,7,15,5,72,2,6,7,18,5,8,5,7,6,27,4,2,,36,13,25,44,,62,9,12,6,14,52,33,35,4,9,36,10,7,26,11,24,20,4,15,15,9,4,40,24,32,5,15,11,5,19,9,28,25,21,19,21,10,16,5,14,15,8,1,1,3,1
2013-Oct,7,16,16,13,6,7,4,4,10,53,5,9,8,7,12,10,16,87,7,9,4,14,6,7,3,3,3,26,2,0,,48,12,23,40,,59,11,9,6,7,52,32,43,5,4,30,16,6,29,8,27,34,8,16,20,7,14,42,38,25,5,10,12,5,33,8,33,30,28,23,17,6,17,5,34,29,11,1,5,5,2
2013-Nov,12,7,14,18,5,15,7,12,3,40,7,7,6,2,14,13,7,94,6,3,12,16,7,8,7,5,2,19,5,2,,39,7,17,34,,68,8,9,4,2,36,20,30,8,3,28,12,4,33,11,23,12,8,19,12,11,12,30,27,29,3,9,12,5,26,17,20,27,19,29,15,8,8,5,24,16,8,0,1,4,2
2013-Dec,8,13,15,16,3,5,5,9,3,58,7,11,9,4,14,6,7,86,2,7,11,9,8,10,5,4,8,15,3,4,,25,10,22,39,,83,21,4,6,4,63,23,34,5,3,36,10,10,26,7,30,35,6,14,17,12,8,34,43,23,7,12,8,12,27,8,35,25,22,18,16,9,13,3,18,14,16,2,6,3,2
2014-Jan,9,9,8,12,11,12,7,7,7,53,12,10,4,2,11,7,5,85,10,5,9,15,12,9,3,2,4,26,4,7,,37,12,29,45,,39,7,3,2,7,43,33,42,8,6,30,17,6,24,12,17,38,14,23,23,8,11,39,33,27,2,8,5,12,27,10,29,34,33,24,21,6,13,3,36,22,12,3,5,4,0
2014-Feb,3,15,9,8,2,4,5,8,9,41,4,3,4,4,7,6,3,68,4,3,13,14,10,4,5,1,4,27,7,5,,45,16,21,28,,55,7,7,3,8,61,33,47,11,3,29,10,6,26,6,21,28,11,24,19,14,10,41,29,15,7,8,15,5,27,7,20,22,27,29,13,1,11,5,20,14,10,1,4,1,2
2014-Mar,12,11,10,10,10,6,6,6,6,50,6,8,4,4,9,6,11,63,0,5,11,4,6,7,4,7,2,16,6,4,,28,21,16,34,,54,14,6,3,6,33,30,40,7,4,31,14,6,26,5,26,24,1,14,20,11,7,40,25,32,5,13,8,11,28,6,30,25,25,22,19,12,8,3,18,14,5,0,6,5,1
2014-Apr,8,11,9,14,5,12,9,4,8,59,7,8,3,3,3,11,8,79,5,6,10,17,7,13,6,4,3,32,5,2,,28,16,26,34,,66,3,8,3,9,23,31,46,2,3,22,17,7,29,7,33,18,5,23,18,6,9,25,23,29,4,7,13,5,31,13,25,40,23,23,16,4,10,3,17,20,12,1,4,3,1
2014-May,7,12,6,7,5,10,8,8,6,52,2,7,7,7,13,12,8,70,4,6,5,12,4,4,2,4,3,29,2,4,,27,10,16,32,,60,8,5,5,7,51,39,40,9,6,33,14,5,36,7,28,17,5,21,24,12,4,28,31,28,6,7,9,3,19,12,27,21,19,20,14,10,13,4,19,18,9,2,3,2,2
2014-Jun,8,10,13,13,5,4,5,3,12,51,4,4,6,4,5,12,6,66,10,4,5,11,8,11,5,6,2,20,3,1,,31,11,17,36,,39,19,4,1,19,35,25,37,3,4,32,14,6,22,4,31,26,8,23,7,4,8,30,25,26,2,9,8,3,15,13,34,25,11,25,18,5,9,5,17,19,13,1,0,1,1
2014-Jul,11,10,11,13,6,7,8,10,13,48,6,8,7,6,8,20,6,78,3,11,15,11,8,14,4,3,6,24,3,5,,39,16,18,35,,48,17,10,5,15,34,32,37,5,3,43,20,12,27,7,32,24,11,28,26,9,12,31,25,34,3,8,9,6,21,11,34,33,18,19,23,6,9,3,22,18,11,2,1,5,2
2014-Aug,9,6,13,9,7,6,5,5,9,48,3,3,5,3,5,4,12,48,3,6,6,10,9,10,4,4,4,15,4,2,,39,6,17,29,,54,14,8,7,7,43,33,35,10,6,29,9,2,30,6,12,29,10,18,13,10,12,25,27,29,3,11,9,5,22,11,22,27,25,23,11,3,20,6,17,6,6,1,4,2,0
2014-Sep,8,7,9,10,5,4,4,5,11,49,4,4,4,3,14,6,7,78,4,2,4,6,10,15,4,4,3,24,4,3,,33,12,22,29,,55,18,5,11,10,51,38,30,5,5,29,16,5,20,6,27,19,4,22,12,16,7,40,36,33,5,12,10,3,29,8,34,31,14,17,23,8,10,3,17,9,10,0,1,5,2
2014-Oct,9,13,11,22,6,8,7,13,10,61,8,3,11,3,8,11,8,63,7,5,2,13,5,5,7,6,4,23,5,2,,33,6,16,41,,87,10,12,4,10,53,31,39,9,0,25,19,7,19,6,23,25,3,24,20,13,8,35,27,27,0,9,10,0,20,6,27,29,21,17,21,2,13,3,15,13,6,1,6,4,2
2014-Nov,8,8,8,6,8,5,4,6,4,52,3,12,7,2,7,4,7,67,1,4,11,10,9,8,4,6,6,23,3,2,,37,9,21,27,,52,15,8,6,6,39,31,28,6,4,27,18,7,12,3,28,15,6,18,11,8,9,24,29,33,1,9,8,5,16,15,29,17,17,13,19,6,11,4,17,14,4,0,3,2,2
2014-Dec,10,13,3,17,3,11,6,7,12,50,6,9,7,6,7,5,3,69,1,7,10,2,10,8,9,6,5,25,3,1,,32,13,22,35,,84,7,13,4,7,44,25,41,7,5,39,13,7,21,6,25,23,6,20,13,11,8,35,31,34,4,7,15,12,14,15,34,23,26,28,16,9,8,2,15,12,5,0,4,2,0
2015-Jan,5,6,13,15,5,10,2,4,6,38,6,9,6,4,12,10,9,59,4,7,14,6,7,9,7,8,3,20,2,3,9.0,29,9,19,27,3.0,38,5,4,3,17,20,25,36,11,1,22,12,3,16,3,19,16,4,23,27,6,7,25,25,20,3,12,11,9,23,12,19,19,21,24,23,11,16,4,21,8,6,0,3,2,1
2015-Feb,11,3,6,14,3,12,5,2,12,28,5,8,5,3,6,6,3,63,2,5,8,6,8,6,8,5,8,19,0,2,13.0,27,9,16,27,0.0,56,12,7,3,11,30,23,36,9,4,29,15,3,20,6,21,17,4,17,6,11,7,20,27,25,3,10,11,4,19,10,25,26,21,11,7,4,14,2,18,8,10,1,7,1,3
2015-Mar,9,6,5,8,1,10,5,7,10,37,5,6,4,3,16,9,7,83,4,6,2,13,7,19,5,1,5,33,5,3,8.0,31,7,16,38,1.0,43,5,10,4,8,27,34,35,14,3,34,12,5,27,8,29,24,6,14,20,16,4,26,27,38,3,15,9,4,16,10,15,19,24,28,19,10,9,7,19,15,8,1,4,2,1
2015-Apr,9,6,11,10,5,18,10,8,9,49,12,7,6,2,7,18,10,70,3,5,6,6,9,9,3,5,7,24,2,1,11.0,33,18,20,29,5.0,61,6,13,4,4,23,24,39,11,6,33,9,8,26,4,22,17,4,18,15,11,8,32,32,36,2,10,4,5,25,20,24,26,11,23,18,8,5,3,13,9,5,0,1,1,1
2015-May,8,15,6,7,3,12,4,4,8,38,12,4,9,3,10,6,8,66,9,6,9,11,9,8,4,8,4,27,5,4,13.0,23,9,19,19,4.0,50,8,5,4,6,26,24,47,3,1,25,10,4,14,8,26,21,2,14,15,5,3,23,29,35,6,7,7,5,13,10,31,26,18,20,11,5,11,2,18,14,6,1,2,0,1
2015-Jun,9,10,9,8,9,13,7,5,3,43,7,10,8,4,4,8,14,66,5,3,6,4,8,6,6,3,6,23,2,1,10.0,35,11,16,30,2.0,51,9,4,4,8,34,18,40,6,1,30,7,4,18,11,27,15,4,17,12,5,4,41,29,28,5,16,9,7,21,11,17,15,19,21,19,3,10,5,11,6,9,2,0,4,2
2015-Jul,8,13,15,11,8,3,8,4,12,40,6,6,5,7,8,10,12,59,2,2,8,6,2,4,2,4,5,35,6,3,16.0,35,4,17,34,3.0,62,12,8,7,10,30,24,44,4,1,32,6,4,26,6,19,6,11,26,15,8,5,30,21,16,1,9,11,6,24,15,19,27,26,10,18,3,11,5,20,6,4,0,3,3,1
2015-Aug,6,9,10,8,10,7,3,8,3,41,5,5,6,3,5,10,9,78,1,6,6,10,6,12,4,3,7,29,3,4,11.0,41,9,11,30,0.0,52,9,6,4,7,29,23,34,0,4,32,10,3,19,8,26,12,3,12,16,10,5,26,30,15,2,3,7,4,10,7,19,20,16,19,17,6,13,5,12,10,9,1,8,4,1
2015-Sep,10,9,10,9,6,5,5,6,9,31,3,8,6,2,9,11,4,76,4,4,9,7,4,6,5,3,2,18,5,2,17.0,42,11,12,33,4.0,59,11,10,4,10,37,30,31,2,3,26,9,4,15,5,26,20,2,21,26,5,7,35,22,25,2,5,8,8,23,6,22,24,19,19,16,2,12,3,16,10,6,0,5,4,0
2015-Oct,12,8,7,14,7,7,1,5,12,31,6,5,8,4,9,7,8,74,2,2,7,9,6,5,1,2,3,33,3,4,16.0,44,11,16,29,1.0,54,13,8,2,4,42,20,33,6,1,29,12,7,16,2,24,20,6,20,14,10,4,29,37,29,4,14,10,3,25,15,24,18,23,21,20,5,8,0,15,15,7,0,4,2,0
2015-Nov,10,15,9,10,2,4,1,4,7,42,7,5,8,1,6,4,5,74,4,4,5,10,2,7,5,2,1,29,4,3,12.0,22,10,13,21,2.0,65,5,7,3,5,52,20,30,5,7,25,11,4,20,2,16,12,5,17,19,6,8,18,40,23,3,8,13,9,15,7,19,15,12,18,12,5,5,1,12,9,5,1,2,2,0
2015-Dec,15,10,8,13,5,9,6,4,9,40,4,5,8,2,6,8,4,85,4,2,10,7,7,6,3,0,4,21,5,1,15.0,35,11,15,20,1.0,71,4,5,7,7,26,30,31,5,2,26,12,8,13,6,18,17,12,28,15,4,6,35,24,27,7,10,11,7,15,8,24,26,22,22,15,8,17,2,17,12,8,2,2,5,1
2016-Jan,6,14,12,10,7,10,6,8,10,24,10,8,5,2,11,3,8,63,3,3,11,8,4,7,7,2,0,27,4,4,13.0,39,8,21,27,5.0,33,11,3,5,9,25,18,23,5,2,30,8,5,17,7,18,20,6,21,15,8,3,43,32,24,2,8,6,2,15,7,27,21,23,20,9,2,5,3,15,13,5,0,3,5,1
2016-Feb,12,10,6,13,10,5,5,6,18,45,6,4,7,3,5,9,4,58,4,7,1,9,2,6,4,4,6,28,0,1,12.0,28,3,13,19,1.0,44,6,11,7,6,25,25,25,6,5,34,12,4,20,8,16,11,5,19,12,9,4,29,23,20,2,8,8,11,10,9,16,18,25,14,18,12,15,4,13,7,10,1,0,3,0
2016-Mar,17,7,10,16,8,7,4,4,9,40,4,7,10,7,13,6,9,71,5,3,4,9,11,5,3,1,7,22,2,1,15.0,35,7,12,29,3.0,49,3,9,7,6,21,28,36,1,3,26,8,2,20,7,24,16,5,18,14,14,6,32,27,25,2,10,6,7,21,8,18,21,21,25,15,4,5,1,17,7,5,1,2,4,4
2016-Apr,7,6,9,10,7,9,3,6,6,32,4,5,7,6,7,9,4,75,6,7,3,7,5,8,2,2,6,19,2,1,9.0,31,3,13,17,1.0,51,6,10,1,3,31,27,25,3,5,27,10,4,16,8,20,17,6,17,16,9,7,36,14,21,5,11,4,6,20,4,18,13,22,24,21,11,9,1,12,6,2,0,1,2,1
2016-May,11,8,4,11,6,7,10,8,4,43,2,1,5,4,9,9,3,86,3,11,10,11,3,3,1,3,6,38,2,3,11.0,29,5,16,28,2.0,51,6,4,2,5,31,27,34,7,4,23,13,7,11,9,33,15,7,19,21,9,3,23,24,16,4,10,11,5,15,11,30,18,15,17,14,9,6,2,16,5,3,0,2,2,1
2016-Jun,7,13,8,8,4,8,3,5,6,34,6,6,3,4,15,6,8,72,5,5,4,8,5,5,2,4,4,27,2,1,9.0,23,10,17,31,2.0,37,9,7,3,7,29,25,35,4,3,24,10,5,18,4,20,10,7,16,13,9,10,27,22,20,4,8,7,2,19,12,25,19,17,21,8,6,10,4,19,16,2,2,0,3,1
2016-Jul,12,7,9,8,7,6,4,7,6,34,2,4,3,2,7,9,9,51,3,4,9,11,2,3,4,3,3,16,1,2,8.0,25,4,13,31,1.0,41,11,10,6,6,28,20,34,1,3,18,3,7,19,6,20,6,15,17,16,4,5,20,13,23,3,6,7,4,15,7,21,14,15,28,21,7,8,3,9,15,5,0,3,2,0
2016-Aug,6,12,9,9,3,13,8,4,9,49,5,2,5,2,8,8,6,57,4,4,7,8,5,9,3,6,3,20,3,3,14.0,36,10,20,45,2.0,37,8,7,4,10,26,31,20,3,1,25,11,5,24,7,20,18,5,14,18,9,4,38,24,19,4,9,5,9,25,7,24,18,21,22,14,4,12,6,10,9,7,0,2,3,1
2016-Sep,9,7,8,9,8,3,5,6,10,35,3,2,2,1,6,12,8,85,5,4,10,9,4,4,1,0,6,12,4,1,11.0,30,6,8,18,3.0,29,7,10,1,5,20,28,32,7,5,22,6,5,18,8,16,15,0,14,15,7,8,24,24,27,3,6,10,4,17,8,13,19,25,16,12,5,11,3,10,9,3,1,4,3,1
2016-Oct,8,2,8,13,1,7,1,4,6,31,5,7,5,5,6,4,4,73,6,4,5,8,3,5,3,3,8,18,1,1,5.0,30,10,11,17,2.0,45,7,3,5,3,28,27,18,4,4,23,9,3,14,8,20,13,9,18,15,8,6,17,28,28,3,10,7,4,13,8,16,17,18,14,7,3,13,4,9,7,3,0,1,4,0
2016-Nov,8,11,8,4,2,4,5,7,8,37,5,6,4,1,13,15,6,66,3,3,6,8,2,7,3,4,1,27,2,3,6.0,33,10,8,31,2.0,55,8,6,7,8,19,35,29,6,0,25,14,2,18,2,21,18,5,21,9,6,9,31,19,29,5,9,7,3,22,11,17,24,25,17,17,4,7,2,9,7,4,1,5,4,0
2016-Dec,4,6,7,11,3,5,6,10,5,27,2,6,8,1,7,10,10,66,5,9,10,8,9,6,1,0,4,30,2,4,6.0,28,7,16,34,2.0,64,4,2,2,3,25,17,28,3,0,20,8,4,19,8,23,13,7,12,12,8,6,29,15,23,3,11,6,9,18,5,17,22,12,18,13,2,8,4,17,6,5,0,2,1,1
2017-Jan,12,11,8,7,2,8,3,6,2,31,1,1,2,1,3,6,3,54,2,6,3,4,3,9,3,0,1,19,5,1,13.0,20,3,6,33,2.0,40,5,3,4,2,28,24,14,3,3,24,11,3,16,6,16,14,5,16,16,8,4,30,11,19,1,8,10,3,18,6,14,21,12,14,10,4,11,0,19,12,5,0,2,3,0
2017-Feb,7,15,5,7,5,4,3,8,2,32,5,4,4,1,4,12,12,59,1,3,12,3,1,7,6,0,3,16,1,1,6.0,28,11,4,15,1.0,47,6,8,4,3,19,25,30,1,1,20,5,4,16,2,8,5,3,16,15,9,3,22,13,13,2,6,4,0,14,7,17,12,23,11,10,3,8,2,10,8,7,2,1,2,0
2017-Mar,10,4,6,10,2,2,3,5,4,28,4,7,4,1,6,2,8,75,2,5,9,6,2,5,3,5,4,22,3,3,10.0,22,3,12,23,2.0,36,7,6,3,7,20,20,37,2,6,24,6,7,19,7,11,11,3,10,10,4,5,21,30,30,5,5,5,3,13,11,21,26,16,18,19,3,5,3,9,13,5,0,6,3,2
2017-Apr,2,6,10,9,3,3,4,5,3,29,4,9,4,2,7,4,4,68,4,6,8,10,7,7,2,3,3,27,2,0,7.0,17,9,7,22,2.0,36,6,5,3,6,18,25,43,8,2,22,4,4,5,8,14,12,3,12,9,7,6,17,21,18,3,10,3,1,16,5,15,14,20,16,14,3,5,3,7,9,2,0,0,2,1
2017-May,7,12,4,5,1,3,4,7,1,31,2,4,8,3,2,9,2,97,2,1,4,7,6,6,4,3,5,19,3,2,13.0,26,9,13,23,1.0,38,5,5,5,2,19,25,47,2,1,15,7,6,20,3,15,14,8,14,14,7,4,21,27,22,3,12,6,3,15,9,23,19,24,11,14,2,6,2,13,9,8,0,1,2,0
2017-Jun,4,10,9,5,2,5,4,5,2,28,3,3,3,2,13,9,9,69,5,4,3,17,5,8,0,4,1,21,2,0,10.0,20,6,14,25,1.0,21,6,6,1,6,23,22,22,4,3,19,8,4,9,5,14,12,5,18,13,7,3,23,22,16,2,6,4,6,12,8,17,23,17,12,12,5,2,3,9,9,2,2,5,0,0
2017-Jul,4,12,8,8,3,2,5,6,3,22,5,4,2,2,3,9,6,64,3,3,7,14,3,3,5,6,1,13,3,1,10.0,23,5,9,29,4.0,37,6,3,2,2,29,21,36,5,5,22,11,6,9,3,15,18,3,8,1,3,2,18,16,13,4,8,6,2,19,3,20,23,14,21,16,8,4,2,14,5,3,0,2,3,0
2017-Aug,7,8,2,13,6,6,6,6,6,28,5,7,5,3,6,8,12,59,4,1,9,6,4,2,2,0,3,22,4,1,12.0,20,8,10,25,0.0,24,6,4,5,8,21,12,20,4,3,14,7,6,14,3,20,15,3,12,7,4,3,17,26,18,3,10,10,4,16,13,23,20,20,13,13,4,1,2,12,6,2,0,4,2,1
2017-Sep,3,2,4,14,1,2,5,3,5,31,4,3,8,3,5,5,9,64,5,7,9,7,7,6,3,1,3,18,2,3,9.0,23,3,7,34,1.0,38,4,2,3,4,17,25,14,2,3,12,4,3,19,4,18,23,2,9,13,3,5,31,22,31,4,7,2,4,15,1,10,19,11,17,12,6,7,1,12,4,3,1,1,0,1
2017-Oct,4,3,8,9,4,6,3,3,4,36,4,2,3,0,3,11,4,55,5,2,1,6,4,6,6,2,3,21,2,1,9.0,33,6,9,23,2.0,44,2,3,1,3,24,20,34,3,4,27,3,0,17,8,17,21,5,8,9,1,3,25,16,29,1,7,3,4,17,8,28,11,16,19,9,2,3,1,12,11,1,0,2,1,0
2017-Nov,13,9,9,12,2,3,4,3,4,37,4,4,3,2,1,10,5,57,5,2,8,2,3,8,1,5,3,22,4,1,4.0,37,5,8,21,2.0,39,2,5,1,4,25,24,21,3,2,24,16,0,16,7,19,14,5,17,8,5,4,24,21,25,4,5,6,3,14,7,15,18,22,12,16,8,12,2,10,6,3,1,3,3,0
2017-Dec,5,5,4,7,4,6,6,6,4,39,2,3,2,2,6,8,9,56,6,2,3,5,5,3,8,8,3,25,2,1,11.0,25,6,9,15,2.0,44,3,2,4,2,32,18,26,0,2,27,3,4,12,2,16,19,5,21,14,7,2,15,24,23,2,9,3,2,10,5,21,24,8,8,13,9,11,1,6,3,6,0,3,0,2
2018-Jan,5,4,4,9,4,3,3,2,2,29,5,2,7,2,5,4,2,68,1,5,3,7,3,1,6,2,1,19,3,1,3.0,24,6,7,15,7.0,47,4,9,1,4,18,18,25,7,4,20,5,6,9,6,16,13,4,14,11,2,2,23,18,23,1,11,6,5,15,7,18,23,7,14,10,3,7,1,16,12,8,0,1,0,0
2018-Feb,12,1,6,3,2,5,5,6,1,21,3,2,6,3,3,4,1,68,2,2,0,2,2,6,3,1,1,21,3,1,7.0,22,3,13,12,1.0,31,5,5,2,2,19,22,24,4,0,14,8,2,11,3,21,8,4,12,6,8,6,19,15,24,2,4,5,3,15,7,16,22,16,19,11,7,3,0,4,2,3,0,3,1,0
2018-Mar,2,5,6,9,2,6,0,1,3,26,3,5,4,0,4,1,1,74,6,3,5,2,1,3,2,4,2,13,3,1,4.0,28,7,11,22,2.0,32,6,6,2,2,19,18,23,3,2,20,10,6,15,6,14,17,2,13,8,5,6,20,19,18,4,5,3,2,10,12,11,28,14,15,16,3,2,0,6,3,7,1,1,3,1
2018-Apr,3,1,8,11,3,2,1,7,2,32,4,1,4,2,6,1,4,75,1,4,2,7,1,7,3,3,2,22,0,3,4.0,26,6,9,11,1.0,30,5,5,5,4,17,23,22,3,2,16,5,5,15,6,18,12,3,11,8,5,6,21,16,17,3,8,9,3,11,5,16,13,11,12,12,7,9,2,6,4,2,1,1,1,1
2018-May,6,2,2,10,2,4,4,6,0,38,3,8,2,0,4,5,3,54,4,2,1,8,6,2,7,2,1,31,1,0,5.0,25,5,9,21,0.0,32,5,4,4,3,16,10,17,3,1,19,3,5,12,5,23,9,6,14,10,6,4,27,22,20,1,5,4,0,19,8,10,17,18,12,11,10,5,1,8,7,6,0,1,2,1
